PRT_ID,AREA,INT_SQFT,DATE_SALE,DISTANT FROM THE MAINROAD,NUMBER OF BEDROOM,NUMBER OF BATHROOM,NUMBER OF ROOM,REGISTRATION FEE,COMMISSSION PRICE,SALES PRICE,,,Latitude,Longitude
P07236,KK Nagar,1536,12-01-2009,150,2,1,4,374964,87201,8720100,,,13.0378,80.2055
P05513,Chrompet,726,11-02-2010,155,1,1,2,237190,86251,7187570,,,12.9489,80.1354
P08804,Adyar,961,12-08-2007,132,1,1,3,383886,10968,10968170,,,13.0067,80.257
P02124,Karapakkam,1356,06-12-2011,100,2,2,4,224541,152108,7243250,,,12.9346,80.2409
P05589,Chrompet,882,29-01-2010,40,1,1,3,285963,112652,8665540,,,12.9489,80.1354
P02581,Karapakkam,1558,07-09-2011,133,2,2,4,268541,150067,7898250,,,12.9346,80.2409
P05057,Karapakkam,1440,06-05-2010,75,2,2,4,330110,125756,7859750,,,12.9346,80.2409
P06470,Karapakkam,691,11-08-2009,37,1,1,2,236325,121193,6059625,,,12.9346,80.2409
P01774,Adyar,1255,10-02-2012,191,2,2,4,322706,60507,10084565,,,13.0067,80.257
P05825,Chrompet,1009,16-12-2009,128,1,1,3,414241,146989,13362600,,,12.9489,80.1354
P08394,Adyar,1065,16-01-2008,81,1,1,3,267426,41142,6857075,,,13.0067,80.257
P08613,Chrompet,1065,23-10-2007,11,1,1,3,268804,49779,9955700,,,12.9489,80.1354
P05805,Karapakkam,694,19-12-2009,3,1,1,2,190350,57105,3807000,,,12.9346,80.2409
P03757,Chrompet,1045,15-01-2011,88,1,1,3,225513,27062,9020500,,,12.9489,80.1354
P06323,Karapakkam,730,13-09-2009,175,1,1,2,242000,44000,5500000,,,12.9346,80.2409
P09875,Velachery,1871,24-12-2004,22,3,2,5,310203,180952,8616750,,,12.9784,80.221
P08821,Chrompet,994,07-08-2007,56,1,1,3,236898,85283,9475900,,,12.9489,80.1354
P01341,Anna Nagar,1754,25-07-2012,198,1,1,4,294779,76424,10917740,,,13.086,80.2103
P06000,KK Nagar,2224,13-11-2009,189,4,2,6,609839,256132,12196780,,,13.0378,80.2055
P04779,Karapakkam,836,01-07-2010,66,1,1,2,171696,46501,3577000,,,12.9346,80.2409
P05754,Karapakkam,1399,28-12-2009,137,2,2,4,473817,187323,11019000,,,12.9346,80.2409
P09684,Velachery,1950,02-03-2006,126,3,2,5,392615,78523,11217570,,,12.9784,80.221
P00810,Anna Nagar,1519,08-07-2013,2,1,1,4,391124,156449,13037450,,,13.086,80.2103
P08203,Anna Nagar,1605,23-03-2008,4,1,1,4,400919,133640,12149050,,,13.086,80.2103
P08478,Chrompet,1230,17-12-2007,81,2,1,4,395059,98765,14109250,,,12.9489,80.1354
P03102,Karapakkam,584,26-05-2011,70,1,1,2,334778,96714,7439500,,,12.9346,80.2409
P05985,Velachery,1590,15-11-2009,57,2,1,4,411610,212444,13277730,,,12.9784,80.221
P09860,Velachery,1734,28-01-2005,87,2,1,4,325789,111990,10180900,,,12.9784,80.221
P08544,Chrompet,786,13-11-2007,119,1,1,2,283533,43620,10905100,,,12.9489,80.1354
P01113,Chrompet,701,15-12-2012,52,1,1,2,263922,42568,8513600,,,12.9489,80.1354
P09061,Adyar,783,24-04-2007,149,1,1,2,332985,110995,8538070,,,13.0067,80.257
P00869,Anna Nagar,1739,07-06-2013,128,1,1,4,356719,242059,12739970,,,13.086,80.2103
P06877,Chrompet,1127,30-04-2009,38,1,1,3,265248,61891,8841600,,,12.9489,80.1354
P07693,Chrompet,919,31-08-2008,61,1,1,3,274871,40722,10180400,,,12.9489,80.1354
P08583,Chrompet,902,31-10-2007,120,1,1,3,276408,25913,8637740,,,12.9489,80.1354
P04377,Adyar,838,13-09-2010,10,1,1,3,425503,167962,11197455,,,13.0067,80.257
P00500,Chrompet,1026,19-02-2014,174,1,1,3,322097,61942,12388350,,,12.9489,80.1354
P02320,Karapakkam,1346,24-10-2011,84,2,2,4,319963,133938,7441000,,,12.9346,80.2409
P07463,KK Nagar,1764,03-11-2008,191,2,1,4,339467,109505,10950540,,,13.0378,80.2055
P01095,Chrompet,825,30-12-2012,9,1,1,3,306133,90706,11338250,,,12.9489,80.1354
P03277,Velachery,1542,21-04-2011,147,2,1,4,365067,225483,10737270,,,12.9784,80.221
P03173,KK Nagar,1869,13-05-2011,20,3,2,5,436430,212620,11190500,,,13.0378,80.2055
P08450,Adyar,1291,27-12-2007,0,2,2,4,250240,27804,6951120,,,13.0067,80.257
P05829,Karapakkam,950,14-12-2009,7,1,1,3,242004,73164,5628000,,,12.9346,80.2409
P05378,Karapakkam,680,06-03-2010,130,1,1,2,344736,131328,8208000,,,12.9346,80.2409
P01993,Anna Nagar,1579,01-01-2012,188,1,1,4,333138,102504,12812990,,,13.086,80.2103
P09530,Chrompet,1047,23-10-2006,42,1,1,3,298688,81460,9051140,,,12.9489,80.1354
P05891,Anna Nagar,1660,04-12-2009,36,1,1,4,467030,186812,18681200,,,13.086,80.2103
P01490,Chormpet,835,02-04-2012,46,1,1,3,267393,27661,9220450,,,,
P04060,Anna Nagar,1883,16-11-2010,121,2,1,5,346233,119850,13316650,,,13.086,80.2103
P03686,Adyar,1109,31-01-2011,5,1,1,3,361431,10040,10039740,,,13.0067,80.257
P03727,Adyar,995,23-01-2011,26,1,1,3,281925,112770,8055010,,,13.0067,80.257
P01829,Velachery,1747,31-01-2012,142,2,1,4,397258,132419,12038110,,,12.9784,80.221
P08856,Anna Nagar,1529,24-07-2007,191,1,1,4,479428,59929,11985700,,,13.086,80.2103
P06621,Karapakkam,1034,12-07-2009,30,1,1,3,400584,191947,8345500,,,12.9346,80.2409
P05154,KK Nagar,1302,19-04-2010,84,1,1,3,406322,158014,11286720,,,13.0378,80.2055
P04180,Karapakkam,654,21-10-2010,143,1,1,2,290444,114827,6754500,,,12.9346,80.2409
P07310,Chrompet,1020,24-12-2008,41,1,1,3,397371,198686,13245700,,,12.9489,80.1354
P04830,Karapakkam,506,23-06-2010,145,1,1,2,254251,58673,6519250,,,12.9346,80.2409
P00416,T Nagar,1955,01-05-2014,10,2,1,5,391617,167836,13986310,,,13.0418,80.2332
P06519,Karapakkam,1653,01-08-2009,160,2,2,4,392600,171763,12268750,,,12.9346,80.2409
P06932,Velachery,1820,15-04-2009,77,3,2,5,364661,221007,11050340,,,12.9784,80.221
P09742,Velachery,1508,05-10-2005,63,2,1,4,433275,96283,12035430,,,12.9784,80.221
P04974,Karapakkam,1292,24-05-2010,111,1,1,3,421813,107697,8974750,,,12.9346,80.2409
P07255,Anna Nagar,1922,06-01-2009,160,2,1,5,657450,106040,21208080,,,13.086,80.2103
P02465,Karapakkam,584,29-09-2011,165,1,1,2,149274,98206,3928250,,,12.9346,80.2409
P01074,Anna Nagar,1839,11-01-2013,153,2,1,5,472718,152938,13903480,,,13.086,80.2103
P09836,Velachery,1879,20-03-2005,166,3,2,5,316824,89107,9900740,,,12.9784,80.221
P03211,Karapakkam,1199,04-05-2011,70,1,1,3,249190,65962,7329125,,,12.9346,80.2409
P06294,Chrompet,1181,19-09-2009,102,1,1,3,287561,110601,11060050,,,12.9489,80.1354
P00016,Chrompet,1068,11-02-2015,86,1,1,3,263528,63610,9087160,,,12.9489,80.1354
P05255,Velachery,1686,01-04-2010,92,2,1,4,360782,252547,12026070,,,12.9784,80.221
P06310,KK Nagar,2242,16-09-2009,84,4,2,6,447066,216759,13547460,,,13.0378,80.2055
P05755,Chrompet,1259,28-12-2009,112,2,1,4,296823,143624,9574950,,,12.9489,80.1354
P07536,T Nagar,1843,11-10-2008,118,2,1,5,367560,231426,13613320,,,13.0418,80.2332
P08305,T Nagar,1924,21-02-2008,59,2,1,5,477871,260657,14480950,,,13.0418,80.2332
P05563,Chrompet,1144,03-02-2010,73,1,1,3,379490,63248,12649650,,,12.9489,80.1354
P04468,Karapakkam,542,25-08-2010,127,1,1,2,230685,69206,7689500,,,12.9346,80.2409
P03301,Anna Nagar,1515,18-04-2011,103,1,1,4,391136,97784,10864880,,,13.086,80.2103
P02743,Adyar,630,07-08-2011,174,1,1,2,348618,9684,9683840,,,13.0067,80.257
P09943,Velachery,1671,05-08-2004,182,2,1,4,416384,85412,10676510,,,12.9784,80.221
P05137,Karapakkam,1047,22-04-2010,18,1,1,3,291168,78858,6066000,,,12.9346,80.2409
P00881,Anna Nagar,1595,30-05-2013,87,1,1,4,646446,209658,17471500,,,13.086,80.2103
P07816,Adyar,1299,23-07-2008,62,2,2,4,283058,105136,8087365,,,13.0067,80.257
P07976,Anna Nagar,1626,05-06-2008,27,1,1,4,513516,192568,12837890,,,13.086,80.2103
P05456,Karapakkam,801,20-02-2010,80,1,1,2,191454,95727,5038250,,,12.9346,80.2409
P06687,Chrompet,1089,25-06-2009,6,1,1,3,406081,183392,13099400,,,12.9489,80.1354
P01386,Anna Nagar,1955,17-06-2012,54,2,1,5,335700,185214,11575870,,,13.086,80.2103
P03997,KK Nagar,1708,28-11-2010,91,2,1,4,526583,283545,13502140,,,13.0378,80.2055
P09489,T Nagar,1697,13-11-2006,19,1,1,4,550743,70608,14121610,,,13.0418,80.2332
P09143,T Nagar,1975,22-03-2007,8,2,1,5,505728,101146,12643190,,,13.0418,80.2332
P07427,Velachery,1966,12-11-2008,168,3,2,5,407993,215329,11333130,,,12.9784,80.221
P05983,Anna Nagar,1791,16-11-2009,164,1,1,4,532771,84122,14020280,,,13.086,80.2103
P09506,Velachery,1890,01-11-2006,66,3,2,5,491376,206061,15850840,,,12.9784,80.221
P05641,Karapakkam,967,19-01-2010,152,1,1,3,143976,62260,3891250,,,12.9346,80.2409
P00418,Anna Nagar,1711,01-05-2014,99,1,1,4,366782,84642,14106990,,,13.086,80.2103
P02718,KK Nagar,1583,12-08-2011,62,2,1,4,379707,141034,10848760,,,13.0378,80.2055
P02207,Adyar,1274,15-11-2011,77,2,2,4,418725,139575,10736530,,,13.0067,80.257
P03691,Karapakkam,1356,30-01-2011,158,2,2,4,314136,60154,6683750,,,12.9346,80.2409
P02292,Chrompet,1144,30-10-2011,166,1,1,3,224235,26908,8969400,,,12.9489,80.1354
P02961,Chrompet,1129,22-06-2011,49,1,1,3,300872,27352,9117330,,,12.9489,80.1354
P08587,Adyar,695,29-10-2007,86,1,1,2,273986,18266,9132865,,,13.0067,80.257
P04740,Chrompet,867,06-07-2010,108,1,1,3,208146,141539,8325850,,,12.9489,80.1354
P08126,KK Nagar,1501,16-04-2008,35,2,1,4,311281,128174,9155320,,,13.0378,80.2055
P02606,Velachery,1896,03-09-2011,72,3,2,5,383008,81244,11606300,,,12.9784,80.221
P02611,Karapakkam,1449,02-09-2011,46,2,2,4,213096,54640,5464000,,,12.9346,80.2409
P09066,Anna Nagar,1700,23-04-2007,168,1,1,4,298165,178899,11926600,,,13.086,80.2103
P09914,Velachery,1829,22-10-2004,2,3,2,5,286079,121367,8669050,,,12.9784,80.221
P00367,Chrompet,1178,05-06-2014,4,1,1,3,287990,154280,10285360,,,12.9489,80.1354
P06911,KK Nagar,1460,21-04-2009,118,2,1,4,322466,128986,9213320,,,13.0378,80.2055
P04927,Anna Nagar,1807,02-06-2010,83,2,1,5,399255,106468,13308490,,,13.086,80.2103
P01465,Adyar,1103,19-04-2012,193,1,1,3,484314,65448,13089560,,,13.0067,80.257
P07042,Chrompet,992,12-03-2009,195,1,1,3,241118,34445,8611350,,,12.9489,80.1354
P03869,Adyar,1268,26-12-2010,114,2,2,4,388148,119430,9952510,,,13.0067,80.257
P01112,Anna Nagar,1890,16-12-2012,101,2,1,5,310636,195586,11505040,,,13.086,80.2103
P03405,Karapakkam,670,01-04-2011,163,1,1,2,225984,66768,5136000,,,12.9346,80.2409
P01663,Karapakkam,1236,29-02-2012,159,1,1,3,318888,88992,7416000,,,12.9346,80.2409
P05366,Karapakkam,1256,09-03-2010,22,1,1,3,188511,72972,6081000,,,12.9346,80.2409
P08415,Chrompet,1071,09-01-2008,60,1,1,3,475273,144022,14402200,,,12.9489,80.1354
P00334,Chrompet,1217,27-06-2014,87,2,1,4,379641,154229,11863790,,,12.9489,80.1354
P06348,Karapakkam,1488,09-09-2009,146,2,2,4,237915,174938,6997500,,,12.9346,80.2409
P05687,KK Nagar,2162,12-01-2010,85,3,2,5,810693,310478,17248780,,,13.0378,80.2055
P08429,Velachery,1623,04-01-2008,15,2,1,4,540729,243328,13518220,,,12.9784,80.221
P00903,Anna Nagar,1585,13-05-2013,135,1,1,4,555963,340751,17934280,,,13.086,80.2103
P02871,KK Nagar,2237,09-07-2011,4,4,2,6,487323,255845,12183080,,,13.0378,80.2055
P01627,Karapakkam,1662,07-03-2012,100,2,2,4,307170,204780,8532500,,,12.9346,80.2409
P03975,Adyar,819,02-12-2010,44,1,1,3,422762,21138,10569040,,,13.0067,80.257
P02244,KK Nagar,2348,08-11-2011,49,4,2,6,504889,288508,12021160,,,13.0378,80.2055
P07745,Adyar,604,13-08-2008,105,1,1,2,351012,54002,9000305,,,13.0067,80.257
P08650,T Nagar,1849,08-10-2007,39,2,1,5,322737,99304,12412950,,,13.0418,80.2332
P03491,Karapakkam,1617,17-03-2011,53,2,2,4,308441,185065,10281375,,,12.9346,80.2409
P07626,KK Nagar,1733,17-09-2008,148,2,1,4,709109,132958,14773100,,,13.0378,80.2055
P01164,Chrompet,802,19-11-2012,150,1,1,3,186654,107685,7178990,,,12.9489,80.1354
P06384,Adyar,1081,31-08-2009,158,1,1,3,362034,131649,10970740,,,13.0067,80.257
P02722,Adyar,1243,11-08-2011,21,2,2,4,264644,24810,8270125,,,13.0067,80.257
P05954,Karapakkam,1430,21-11-2009,146,2,2,4,293075,127751,7514750,,,12.9346,80.2409
P03055,KK Nagar,1707,05-06-2011,118,2,1,4,331060,126582,9737060,,,13.0378,80.2055
P04783,KK Nagar,1317,01-07-2010,3,1,1,3,583270,221643,11665400,,,13.0378,80.2055
P03785,Karapakkam,1128,11-01-2011,20,1,1,3,239404,43528,5441000,,,12.9346,80.2409
P02876,KK Nagar,2458,08-07-2011,172,4,2,6,511912,193389,11375820,,,13.0378,80.2055
P05765,Chrompet,1091,26-12-2009,144,1,1,3,192448,107771,7697920,,,12.9489,80.1354
P03105,Velachery,1795,26-05-2011,69,2,1,4,425153,212576,11809800,,,12.9784,80.221
P07867,KK Nagar,2481,09-07-2008,129,4,2,6,699527,128485,14276060,,,13.0378,80.2055
P01742,Chrompet,1095,16-02-2012,81,1,1,3,402772,222219,13888700,,,12.9489,80.1354
P01114,T Nagar,1759,15-12-2012,17,1,1,4,296581,189812,11863220,,,13.0418,80.2332
P08076,Anna Nagar,1774,03-05-2008,7,1,1,4,441125,151637,13785170,,,13.086,80.2103
P05718,KK Nagar,2314,05-01-2010,27,4,2,6,424784,169914,14159480,,,13.0378,80.2055
P00870,Anna Nagar,1695,06-06-2013,98,1,1,4,383810,203899,11994050,,,13.086,80.2103
P06534,Chrompet,1099,29-07-2009,184,1,1,3,424533,212266,13266650,,,12.9489,80.1354
P03889,T Nagar,1547,21-12-2010,117,1,1,4,367143,67989,13597890,,,13.0418,80.2332
P01444,Adyar,927,02-05-2012,175,1,1,3,406836,135612,10431690,,,13.0067,80.257
P06288,Anna Nagar,1966,20-09-2009,176,2,1,5,434841,188039,11752460,,,13.086,80.2103
P04273,KK Nagar,1541,03-10-2010,35,2,1,4,502054,278919,13945940,,,13.0378,80.2055
P10014,Velachery,1978,14-03-2004,20,3,2,5,385174,192587,10699280,,,12.9784,80.221
P04027,Karapakkam,1208,22-11-2010,36,1,1,3,533855,141635,10895000,,,12.9346,80.2409
P06400,Karapakkam,659,26-08-2009,16,1,1,2,247065,58825,5882500,,,12.9346,80.2409
P08718,T Nagar,1834,11-09-2007,159,2,1,5,489679,181881,13990830,,,13.0418,80.2332
P03854,Chrompet,792,29-12-2010,131,1,1,2,241977,66752,8344040,,,12.9489,80.1354
P00393,Chrompet,1262,18-05-2014,189,2,1,4,323202,172374,10773390,,,12.9489,80.1354
P01388,Chrompet,767,14-06-2012,48,1,1,2,274570,116484,8320290,,,12.9489,80.1354
P05201,Karapakkam,1225,11-04-2010,186,1,1,3,178211,93349,4243125,,,12.9346,80.2409
P02896,Chrompet,732,03-07-2011,96,1,1,2,239358,103722,7978600,,,12.9489,80.1354
P03229,Karapakkam,1647,30-04-2011,170,2,2,4,478058,144529,11117625,,,12.9346,80.2409
P04366,KK Nagar,1344,15-09-2010,163,2,1,4,395621,89914,8991380,,,13.0378,80.2055
P03237,Adyar,807,29-04-2011,68,1,1,3,276165,14162,7081160,,,13.0067,80.257
P02185,Karapakkam,631,21-11-2011,46,1,1,2,314241,198468,8269500,,,12.9346,80.2409
P07814,T Nagar,1775,24-07-2008,117,1,1,4,483506,136373,12397590,,,13.0418,80.2332
P06438,Adyar,753,19-08-2009,22,1,1,2,188659,74320,5716935,,,13.0067,80.257
P01867,KK Nagar,1952,25-01-2012,9,3,2,5,423661,122639,11148980,,,13.0378,80.2055
P06843,Chrompet,1021,08-05-2009,4,1,1,3,298266,158454,9320800,,,12.9489,80.1354
P09199,Chrompet,1126,28-02-2007,194,1,1,3,250615,139231,9282050,,,12.9489,80.1354
P05402,KK Nagar,2397,03-03-2010,5,4,2,6,510155,165800,12753880,,,13.0378,80.2055
P08732,Chrompet,1059,07-09-2007,199,1,1,3,356166,42740,14246650,,,12.9489,80.1354
P05264,KK Nagar,1625,30-03-2010,82,2,1,4,425812,227760,9902600,,,13.0378,80.2055
P03274,Karapakkam,1080,21-04-2011,12,1,1,3,328144,82036,10254500,,,12.9346,80.2409
P01815,KK Nagar,2254,03-02-2012,195,4,2,6,472266,99424,12428040,,,13.0378,80.2055
P09948,Velchery,1696,24-07-2004,189,2,1,4,475812,163136,13594630,,,,
P07356,Velachery,1943,10-12-2008,68,3,2,5,377099,140065,10774250,,,12.9784,80.221
P04005,KK Nagar,1499,26-11-2010,85,2,1,4,626257,146571,13324620,,,13.0378,80.2055
P09624,Velachery,1782,20-06-2006,179,2,1,4,434146,173658,14471520,,,12.9784,80.221
P05035,Anna Nagar,1505,13-05-2010,174,1,1,4,534526,327613,17242780,,,13.086,80.2103
P05119,KK Nagar,2050,27-04-2010,191,3,2,5,773456,235400,16814260,,,13.0378,80.2055
P00925,Anna Nagar,1665,30-04-2013,40,1,1,4,455025,202233,12639580,,,13.086,80.2103
P05852,Karapakkam,1391,10-12-2009,115,2,2,4,278964,112914,6642000,,,12.9346,80.2409
P00683,Anna Nagar,1797,18-10-2013,24,1,1,4,404535,195743,13049510,,,13.086,80.2103
P00288,T Nagar,1514,23-07-2014,185,1,1,4,656577,168353,16835310,,,13.0418,80.2332
P08122,Adyar,786,17-04-2008,118,1,1,2,362994,10371,10371250,,,13.0067,80.257
P02132,Velachery,1991,03-12-2011,48,3,2,5,524594,151856,13805110,,,12.9784,80.221
P01756,Velachery,1814,13-02-2012,196,3,2,5,419251,139750,13975040,,,12.9784,80.221
P03922,Karapakkam,504,13-12-2010,130,1,1,2,162338,31086,3454000,,,12.9346,80.2409
P03454,Adyar,1215,23-03-2011,125,2,2,4,600958,200319,16693265,,,13.0067,80.257
P02090,T Nagar,1934,12-12-2011,183,2,1,5,353871,254787,14154820,,,13.0418,80.2332
P03551,KK Nagar,1691,04-03-2011,170,2,1,4,631722,264442,14691200,,,13.0378,80.2055
P00661,Chrompt,1294,01-11-2013,12,2,1,4,424022,47114,15704500,,,,
P06259,KK Nagar,2268,28-09-2009,194,4,2,6,384292,151388,11645200,,,13.0378,80.2055
P01676,Karapakam,615,27-02-2012,61,1,1,2,335076,167538,7284250,,,,
P04460,Karapakkam,1640,26-08-2010,15,2,2,4,376281,132207,10169750,,,12.9346,80.2409
P01838,Chrompet,832,30-01-2012,176,1,1,3,305327,157290,9252340,,,12.9489,80.1354
P08997,Anna Nagar,1919,19-05-2007,5,2,1,5,492330,123082,12308240,,,13.086,80.2103
P09584,Velachery,1788,06-09-2006,164,2,1,4,329441,145342,9689440,,,12.9784,80.221
P08992,T Nagar,1674,21-05-2007,127,1,1,4,371852,225767,13280420,,,13.0418,80.2332
P09009,Chrompet,723,16-05-2007,12,1,1,2,235693,22809,7603010,,,12.9489,80.1354
P09109,Adyar,990,04-04-2007,167,1,1,3,404011,106319,10631860,,,13.0067,80.257
P08159,KK Nagar,2219,06-04-2008,73,3,2,5,610744,174498,17449820,,,13.0378,80.2055
P07581,Adyar,1167,27-09-2008,193,1,1,3,316181,31618,7904525,,,13.0067,80.257
P02815,T Nagar,1566,20-07-2011,85,1,1,4,584360,240619,17187060,,,13.0418,80.2332
P00160,Chrompet,1053,02-11-2014,195,1,1,3,324391,40549,10137210,,,12.9489,80.1354
P09919,Velachery,1781,14-10-2004,9,2,1,4,501834,92443,13206150,,,12.9784,80.221
P07614,KK Nagar,2470,21-09-2008,188,4,2,6,626856,217481,12792980,,,13.0378,80.2055
P03000,Velachery,1612,16-06-2011,21,2,1,4,295493,156438,8690980,,,12.9784,80.221
P04081,KK Nagar,1418,12-11-2010,73,2,1,4,381786,221969,8878740,,,13.0378,80.2055
P05124,Chrompet,1032,26-04-2010,192,1,1,3,260006,125188,9629850,,,12.9489,80.1354
P03145,Karapakkam,1430,18-05-2011,69,2,2,4,633068,116278,12919750,,,12.9346,80.2409
P02616,Chrompet,812,02-09-2011,51,1,1,3,407482,86436,12347950,,,12.9489,80.1354
P02582,Karapakkam,571,07-09-2011,0,1,1,2,180473,97178,4627500,,,12.9346,80.2409
P08382,Velachery,1709,21-01-2008,187,2,1,4,525271,193521,13822920,,,12.9784,80.221
P01208,Chrompet,1128,24-10-2012,141,1,1,3,374252,144872,12072650,,,12.9489,80.1354
P05410,KK Nagar,1731,01-03-2010,156,2,1,4,462109,146522,11270960,,,13.0378,80.2055
P05711,Velachery,1620,07-01-2010,170,2,1,4,446644,153534,13957610,,,12.9784,80.221
P05571,Velachery,1581,01-02-2010,140,2,1,4,534248,267124,13356200,,,12.9784,80.221
P00182,Anna Nagar,1672,14-10-2014,132,1,1,4,521203,231646,14477850,,,13.086,80.2103
P00430,Chrompet,1266,20-04-2014,86,2,1,4,245094,118008,9077550,,,12.9489,80.1354
P00345,Chrompet,1298,20-06-2014,34,2,1,4,311948,143976,11998010,,,12.9489,80.1354
P08913,T Nagar,1952,22-06-2007,105,2,1,5,460098,181251,13942350,,,13.0418,80.2332
P03250,KK Nagar,2386,26-04-2011,169,4,2,6,478831,142355,12941380,,,13.0378,80.2055
P08499,Chrompet,1058,07-12-2007,61,1,1,3,257955,137576,8598500,,,12.9489,80.1354
P06103,Adyar,987,23-10-2009,95,1,1,3,368029,92007,9200725,,,13.0067,80.257
P02426,Karapakkam,1256,06-10-2011,198,1,1,3,319362,93930,9393000,,,12.9346,80.2409
P03004,KK Nagar,1824,16-06-2011,143,3,2,5,650269,257083,15122540,,,13.0378,80.2055
P02851,Velachery,1752,12-07-2011,70,2,1,4,281674,119498,8535580,,,12.9784,80.221
P06466,Adyar,796,12-08-2009,68,1,1,2,389486,116846,9737150,,,13.0067,80.257
P01347,Chrompet,1031,20-07-2012,40,1,1,3,277250,36967,9241670,,,12.9489,80.1354
P01127,Chrompet,1114,08-12-2012,60,1,1,3,280961,106571,9688300,,,12.9489,80.1354
P08151,Anna Nagar,1567,08-04-2008,179,1,1,4,383791,58150,11630020,,,13.086,80.2103
P08665,Adyar,1282,29-09-2007,164,2,2,4,362763,37206,9301605,,,13.0067,80.257
P00898,Chrompet,957,13-05-2013,81,1,1,3,265350,41461,8292190,,,12.9489,80.1354
P00873,T Nagar,1510,03-06-2013,14,1,1,4,505308,211903,16300260,,,13.0418,80.2332
P06585,Karapakkam,1005,19-07-2009,150,1,1,3,233287,75254,7525375,,,12.9346,80.2409
P09977,Velachery,1824,01-06-2004,123,3,2,5,234976,131310,6911070,,,12.9784,80.221
P09558,Chrompet,837,12-10-2006,172,1,1,3,338038,137328,10563700,,,12.9489,80.1354
P05338,Adyar,1103,14-03-2010,44,1,1,3,230819,53858,7693965,,,13.0067,80.257
P04676,Karapakkam,1386,20-07-2010,97,2,2,4,353577,168370,8418500,,,12.9346,80.2409
P09629,Velachery,1588,02-06-2006,80,2,1,4,460650,80614,11516250,,,12.9784,80.221
P00248,Chrompet,792,27-08-2014,59,1,1,2,327579,95103,10567050,,,12.9489,80.1354
P07587,Chrompet,1241,26-09-2008,152,2,1,4,286050,125147,8939050,,,12.9489,80.1354
P06925,KK Nagar,1571,17-04-2009,1,2,1,4,465954,139786,11648840,,,13.0378,80.2055
P04736,Chrompet,770,07-07-2010,132,1,1,2,222094,62186,8883750,,,12.9489,80.1354
P01168,Anna Nagar,1707,18-11-2012,133,1,1,4,607726,173636,17363590,,,13.086,80.2103
P01036,T Nagar,1840,06-02-2013,55,2,1,5,550157,260601,14477820,,,13.0418,80.2332
P05742,Karapakkam,972,31-12-2009,35,1,1,3,307188,140795,6399750,,,12.9346,80.2409
P04814,Adyar,1000,26-06-2010,33,1,1,3,283858,75139,8348770,,,13.0067,80.257
P09345,T Nagar,1888,10-01-2007,152,2,1,5,344124,110120,13764960,,,13.0418,80.2332
P04658,Karapakkam,557,24-07-2010,29,1,1,2,134825,67413,3210125,,,12.9346,80.2409
P09168,Chrompet,1180,12-03-2007,16,1,1,3,293365,44449,8889850,,,12.9489,80.1354
P08114,Chrompet,1219,22-04-2008,124,2,1,4,308482,119412,9951030,,,12.9489,80.1354
P06545,Karapakkam,943,26-07-2009,145,1,1,3,421272,105318,8776500,,,12.9346,80.2409
P02823,Chrompet,1133,19-07-2011,96,1,1,3,236700,37872,9468000,,,12.9489,80.1354
P01447,Adyar,1153,01-05-2012,178,1,1,3,317310,25051,8350260,,,13.0067,80.257
P09739,Velachery,1618,10-10-2005,30,2,1,4,588755,343440,16354300,,,12.9784,80.221
P01843,Karapakkam,1246,29-01-2012,31,1,1,3,381960,183023,7957500,,,12.9346,80.2409
P06399,KK Nagar,2389,27-08-2009,109,4,2,6,644103,202432,18402940,,,13.0378,80.2055
P07641,KK Nagar,2227,14-09-2008,163,4,2,6,496470,118207,11820720,,,13.0378,80.2055
P00639,Anna Nagar,1853,14-11-2013,42,2,1,5,344034,192659,13761350,,,13.086,80.2103
P00623,Chrompet,926,24-11-2013,13,1,1,3,370135,95519,11939850,,,12.9489,80.1354
P03098,T Nagar,1517,28-05-2011,191,1,1,4,339667,58563,11712660,,,13.0418,80.2332
P06907,KK Nagar,1721,22-04-2009,61,2,1,4,424361,193730,9225240,,,13.0378,80.2055
P03409,Karapakkam,1231,01-04-2011,126,1,1,3,262706,102798,5711000,,,12.9346,80.2409
P03882,Karapakkam,1090,23-12-2010,34,1,1,3,170678,63395,4876500,,,12.9346,80.2409
P09271,Velachery,1590,05-02-2007,56,2,1,4,487383,153178,13925230,,,12.9784,80.221
P02726,Karapakkam,1353,10-08-2011,183,2,2,4,360354,172670,7507375,,,12.9346,80.2409
P08473,Anna Nagar,1610,19-12-2007,185,1,1,4,338646,189642,13545830,,,13.086,80.2103
P05439,T Nagar,1883,24-02-2010,148,2,1,5,505465,267599,14866620,,,13.0418,80.2332
P07703,Chrompet,1029,28-08-2008,178,1,1,3,361156,214018,13376150,,,12.9489,80.1354
P09401,Chrompet,1285,21-12-2006,187,2,1,4,330959,82740,11819950,,,12.9489,80.1354
P04975,Adyar,1210,24-05-2010,175,2,2,4,412366,74976,12495925,,,13.0067,80.257
